filename,class,gallery,source_url,index_page
medetec_foot-ulcer-0001.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0001.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0002.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0002.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0003.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0003.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0004.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0004.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0005.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0005.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0006.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0006.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0007.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0007.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0008.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0008.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0009.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0009.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0010.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0010.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0011.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0011.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0012.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0012.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0013.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0013.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0014.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0014.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0015.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0015.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0016.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0016.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0017.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0017.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0018.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0018.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0019.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0019.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0020.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0020.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0021.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0021.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0022.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0022.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0023.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0023.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0024.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0024.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0025.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0025.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0026.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0026.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0027.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0027.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0028.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0028.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0029.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0029.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0030.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0030.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0031.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0031.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-0032.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-0032.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-2-1.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-2-1.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-2-2.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-2-2.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-2-3.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-2-3.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
medetec_foot-ulcer-2-4.jpg,diabetic,medetec_diabetic_foot_ulcers,https://www.medetec.co.uk/slide%20scans/foot-ulcers/images/foot-ulcer-2-4.jpg,https://www.medetec.co.uk/slide%20scans/foot-ulcers/index.html
